review,aspect,sentiment
If u love classic you get The Shack and their signature frieds.,FOOD#PRICES,positive
Try Por Pia Thod n' Tod Mun Pla or Goong,FOOD#QUALITY,positive
Try Por Pia Thod n' Tod Mun Pla or Goong,FOOD#QUALITY,positive
Try Por Pia Thod n' Tod Mun Pla or Goong,FOOD#QUALITY,positive
Sunday brunch is awesome,FOOD#QUALITY,positive
Call ahead to get a Hot-N-Ready pizza!,FOOD#QUALITY,positive
"Love all Cuban food, here the best menu item is the roast pork",FOOD#QUALITY,positive
"Love all Cuban food, here the best menu item is the roast pork",FOOD#QUALITY,positive
Just amazing burgers!,FOOD#QUALITY,positive
Order your favorite breakfast or brunch item on a weekend (I recommend the Nova on a Bagel) and do some people watching in Lake Worth.,FOOD#QUALITY,positive
"Request Jessica as your server, she's great!",SERVICE#GENERAL,positive
"No drive-through, so have fun navigating the horrible parking lot and snarled entryway.",RESTAURANT#MISCELLANEOUS,negative
Might be the best sandwich spot I've been to.,RESTAURANT#GENERAL,positive
Be prepared to wait in line...,SERVICE#GENERAL,negative
The wait is worth it.,FOOD#QUALITY,positive
Food is awesome!,FOOD#QUALITY,positive
The Wait staff is cool and helpful.,SERVICE#GENERAL,positive
Really good live music!,AMBIENCE#GENERAL,positive
Garlic bread-> heaven,FOOD#QUALITY,positive
This place gives Hot Doug's a run for it's money.,RESTAURANT#PRICES,positive
I had a meal where the staff from the senior manger to junior team took care of me.,SERVICE#GENERAL,positive
I had a meal where the staff from the senior manger to junior team took care of me.,SERVICE#GENERAL,positive
I had a meal where the staff from the senior manger to junior team took care of me.,SERVICE#GENERAL,positive
Very satisfying customer service & good taste,SERVICE#GENERAL,positive
Very satisfying customer service & good taste,FOOD#QUALITY,positive
Shit WILL get cray.,RESTAURANT#GENERAL,negative
I'm the only thing good in here,RESTAURANT#GENERAL,negative
the fries are good,FOOD#QUALITY,positive
Amazing dumplings.,FOOD#QUALITY,positive
But I somehow like the pan fried better.,FOOD#QUALITY,negative
The non-veg combo is also a good deal :D,FOOD#PRICES,positive
Need to take some time to find this restaurant as the road is vry dark.,LOCATION#GENERAL,negative
Worth the trip!,RESTAURANT#GENERAL,positive
"Must try the steam fish, salted egg sotong, & pork hand!",FOOD#QUALITY,positive
"Must try the steam fish, salted egg sotong, & pork hand!",FOOD#QUALITY,positive
"Must try the steam fish, salted egg sotong, & pork hand!",FOOD#QUALITY,positive
Love the banana foster and red velvet,FOOD#QUALITY,positive
Mac and cheese is amazing and deceptively filling.,FOOD#QUALITY,positive
Mac and cheese is amazing and deceptively filling.,FOOD#STYLE_OPTIONS,positive
Try a biscuit bomb for an app with a friend.,FOOD#QUALITY,positive
The food is just excellent!,FOOD#QUALITY,positive
And cava too :),DRINKS#QUALITY,positive
Dont let the odd location scare you.,LOCATION#GENERAL,negative
Its a really great place,RESTAURANT#GENERAL,positive
Don't come by here at 2:30 pm or so unless you want to stand in line with a dozen + teenyboppers!,RESTAURANT#MISCELLANEOUS,negative
It's ok!,RESTAURANT#GENERAL,positive
Kashmir Restaurant on Penang Road reins supreme!,RESTAURANT#GENERAL,positive
They have more tender and more fresh chicken!,FOOD#QUALITY,positive
Fresher and tastier dal!,FOOD#QUALITY,positive
Better biryani!,FOOD#QUALITY,positive
Fresher and softer naan - the naan here is cardboard,FOOD#QUALITY,positive
"The mac and cheese isn't quite as good as at Mishkin's, but still a belter.",FOOD#QUALITY,positive
Ties for fav shawarma in town for me.,FOOD#QUALITY,positive
"Try the vegetarian and delicious Sam Sandwich, I'm not even vegetarian and I love it.",FOOD#QUALITY,positive
"Lamb is also amazing, not on the menu so you have to ask.",FOOD#QUALITY,positive
This place rocks.,RESTAURANT#GENERAL,positive
Wooooot,RESTAURANT#GENERAL,positive
Dan is by far the best ever.,SERVICE#GENERAL,positive
"He's fast, friendly, and gives great recommendations.",SERVICE#GENERAL,positive
"Thanks Dan, you rock!",SERVICE#GENERAL,positive
"Love the small, intimate setting here.",AMBIENCE#GENERAL,positive
Yummy and sexy food :D,FOOD#QUALITY,positive
Yummy and sexy food :D,FOOD#STYLE_OPTIONS,positive
Eric's best.,SERVICE#GENERAL,positive
Make sure you ask for him!,SERVICE#GENERAL,positive
Great ad amazing food from over 38 different country cuisines!!,FOOD#QUALITY,positive
Great ad amazing food from over 38 different country cuisines!!,FOOD#STYLE_OPTIONS,positive
Great drinks and great Ramen !,DRINKS#QUALITY,positive
Great drinks and great Ramen !,FOOD#QUALITY,positive
"But beware, the Ramen portions are HUGE.",FOOD#STYLE_OPTIONS,neutral
Always order Breakfast here.,FOOD#QUALITY,positive
It will never do you wrong.,FOOD#QUALITY,positive
House sauce is amazing with the beer battered fish taco.,FOOD#QUALITY,positive
House sauce is amazing with the beer battered fish taco.,FOOD#QUALITY,positive
Drew is the best bartender in the BAR!!!,SERVICE#GENERAL,positive
Go visit him.,SERVICE#GENERAL,positive
Unlock the special and get the free Quesadilla.,FOOD#PRICES,positive
OMG go for the Oreo milkshake.,DRINKS#QUALITY,positive
"Overall it is delicious but a little pricey. $15 for burger, fries, & shake.",FOOD#QUALITY,positive
"Overall it is delicious but a little pricey. $15 for burger, fries, & shake.",RESTAURANT#PRICES,negative
"Overall it is delicious but a little pricey. $15 for burger, fries, & shake.",RESTAURANT#PRICES,negative
Dim Sum Menu is awesome.,FOOD#QUALITY,positive
"Get the taro ""footballs"" the sio pao (steamed bbq pork buns) and the pan fried noodles.",FOOD#QUALITY,positive
"Get the taro ""footballs"" the sio pao (steamed bbq pork buns) and the pan fried noodles.",FOOD#QUALITY,positive
"Get the taro ""footballs"" the sio pao (steamed bbq pork buns) and the pan fried noodles.",FOOD#QUALITY,positive
Pork chop with spicy salt is awesome.,FOOD#QUALITY,positive
Incredible breakfast.,FOOD#QUALITY,positive
The cornbread with maple syrup rocks.,FOOD#QUALITY,positive
A must try: lobster nachos.,FOOD#QUALITY,positive
They are fantastic and with a hint of spice,FOOD#QUALITY,positive
The new owners are awesome!,SERVICE#GENERAL,positive
"If you haven't been here in a while, check it out!!",RESTAURANT#GENERAL,positive
good coffee,DRINKS#QUALITY,positive
"Recommendable; “Tarama” (salted fist roe), sour marinated seabass and pickled tunny.",FOOD#QUALITY,positive
"Recommendable; “Tarama” (salted fist roe), sour marinated seabass and pickled tunny.",FOOD#QUALITY,positive
"Recommendable; “Tarama” (salted fist roe), sour marinated seabass and pickled tunny.",FOOD#QUALITY,positive
"Recommendable; “Tarama” (salted fist roe), sour marinated seabass and pickled tunny.",RESTAURANT#GENERAL,positive
must try apple pie!!! wifi pass:lifestyle,FOOD#QUALITY,positive
chocolate covered strawberries <3,FOOD#QUALITY,positive
Try the vinsetta burger.,FOOD#QUALITY,positive
You won't be disappointed!,FOOD#QUALITY,positive
"A good selection of food, and fast on bringing out new when the pans are empty.",FOOD#STYLE_OPTIONS,positive
"A good selection of food, and fast on bringing out new when the pans are empty.",SERVICE#GENERAL,positive
"However, avoid the restroom!!!",AMBIENCE#GENERAL,negative
Salmon Bennie was quite good.,FOOD#QUALITY,positive
I come back often for the burger or skirt sandwich.,FOOD#QUALITY,positive
I come back often for the burger or skirt sandwich.,FOOD#QUALITY,positive
Great selection of juices and teas.,DRINKS#STYLE_OPTIONS,positive
Great selection of juices and teas.,DRINKS#STYLE_OPTIONS,positive
Hipster's paradise.,AMBIENCE#GENERAL,positive
Try the Ethiopian Yirga.,FOOD#QUALITY,positive
Looking through the bag isn't enough.,SERVICE#GENERAL,negative
Dump it out on your seat so you don't drive home without your chicken nuggets.,SERVICE#GENERAL,negative
"They will make good on the missing nuggets, but that's a half an hour wasted!",SERVICE#GENERAL,positive
"They will make good on the missing nuggets, but that's a half an hour wasted!",SERVICE#GENERAL,negative
Get the Pu Pu app platter!,FOOD#QUALITY,positive
"Bo Bo Chicken is amazing, also!",FOOD#QUALITY,positive
appetizer - wood-grilled octopus,FOOD#QUALITY,positive
My all time favorite Mexican restaurant ever.,RESTAURANT#GENERAL,positive
"Been going there since I was just a kid, and nobody compares!",RESTAURANT#GENERAL,positive
I highly recommend it!,RESTAURANT#GENERAL,positive
"Mmmm, speculoos mc flurry",FOOD#QUALITY,positive
"Make sure you grab a whole wheat pita, fresh, free and delicious!",FOOD#QUALITY,positive
"Make sure you grab a whole wheat pita, fresh, free and delicious!",FOOD#PRICES,positive
This curry mee.,FOOD#QUALITY,negative
I order big size.. when the time it come.. so SMALL portion and it cost rm4.30.. taste bad too...,FOOD#STYLE_OPTIONS,negative
I order big size.. when the time it come.. so SMALL portion and it cost rm4.30.. taste bad too...,FOOD#PRICES,negative
I order big size.. when the time it come.. so SMALL portion and it cost rm4.30.. taste bad too...,FOOD#QUALITY,negative
Best sandwich shop in Downtown Dallas... and the high-tech beverage dispenser here always provides mid-day entertainment!,RESTAURANT#GENERAL,positive
Best sandwich shop in Downtown Dallas... and the high-tech beverage dispenser here always provides mid-day entertainment!,AMBIENCE#GENERAL,positive
The burgers are served on sourdough bread - and you should eat one!,FOOD#QUALITY,positive
Just saw the semifreddo go out.,FOOD#QUALITY,positive
I'll have one of those please,FOOD#QUALITY,positive
Rabarb cream brulee with rabarb sorbet is perfect!,FOOD#QUALITY,positive
Get the kid's breakfast with the choice of whichever egg from the menu.,FOOD#STYLE_OPTIONS,positive
Quite filling.,FOOD#STYLE_OPTIONS,positive
The Armani Martini is really good.,DRINKS#QUALITY,positive
"For dessert, the tiramisu is one of the best around.",FOOD#QUALITY,positive
"On Thursdays, come for the amazing free aperitivos during Happy Hour.",DRINKS#QUALITY,positive
"On Thursdays, come for the amazing free aperitivos during Happy Hour.",DRINKS#PRICES,positive
"Thai Iced Tea and potstickers were meh, but four entrees we got were AMAZING.",DRINKS#QUALITY,neutral
"Thai Iced Tea and potstickers were meh, but four entrees we got were AMAZING.",FOOD#QUALITY,neutral
"Thai Iced Tea and potstickers were meh, but four entrees we got were AMAZING.",FOOD#QUALITY,positive
Best (and most unique) Thai I've had in a long time.,FOOD#QUALITY,positive
Don't expect a line.,SERVICE#GENERAL,negative
You have to fight your way to place your order,SERVICE#GENERAL,negative
Horrible service.,SERVICE#GENERAL,negative
Good thing I checked my order before I left.,SERVICE#GENERAL,negative
feeling a little rich this morning,FOOD#STYLE_OPTIONS,negative
"Great place for a reasonably priced steak dinner in Vegas, service is always impeccable.",RESTAURANT#GENERAL,positive
"Great place for a reasonably priced steak dinner in Vegas, service is always impeccable.",SERVICE#GENERAL,positive
"Great place for a reasonably priced steak dinner in Vegas, service is always impeccable.",RESTAURANT#PRICES,positive
เกี๊ยวหมู world class :thumbs_up:,RESTAURANT#GENERAL,positive
Try the Roasted Pear Salad - With obviously a lot of nuts,FOOD#QUALITY,positive
Food was acceptable.,FOOD#QUALITY,neutral
Price was alright.,RESTAURANT#PRICES,positive
Chicken curry is not good.,FOOD#QUALITY,negative
Buffalo Medium wings have nice kick and great flavor,FOOD#QUALITY,positive
"Fantastic Italian bistro on the waterfront, delicious food, excellent service, beautiful view and a friendly staff!",RESTAURANT#GENERAL,positive
"Fantastic Italian bistro on the waterfront, delicious food, excellent service, beautiful view and a friendly staff!",FOOD#QUALITY,positive
"Fantastic Italian bistro on the waterfront, delicious food, excellent service, beautiful view and a friendly staff!",SERVICE#GENERAL,positive
"Fantastic Italian bistro on the waterfront, delicious food, excellent service, beautiful view and a friendly staff!",LOCATION#GENERAL,positive
"Fantastic Italian bistro on the waterfront, delicious food, excellent service, beautiful view and a friendly staff!",SERVICE#GENERAL,positive
Great food if you have never tried it and delivery starting soon.,FOOD#QUALITY,positive
"New staff, not very generous with the toppings, and not very quick...",SERVICE#GENERAL,negative
Hope you get the senior staff!,SERVICE#GENERAL,positive
Get the biscuits & gravy.,FOOD#QUALITY,positive
Just do it.,FOOD#QUALITY,positive
Choco Banana crepe ($50) is to die for!,FOOD#QUALITY,positive
So much brownie and Nutella!,FOOD#STYLE_OPTIONS,positive
So much brownie and Nutella!,FOOD#STYLE_OPTIONS,positive
Terribly rude manager.,SERVICE#GENERAL,negative
Why so expensive?,RESTAURANT#PRICES,negative
"Mid level food, ordinary place, nothing special.",FOOD#QUALITY,neutral
"Mid level food, ordinary place, nothing special.",RESTAURANT#GENERAL,neutral
Beat authentic taco truck on the Westside.,RESTAURANT#GENERAL,positive
You can't go wrong with their al pastor tacos.,FOOD#QUALITY,positive
Top with their homemade cucumber/onion/jalapeño mixture for a fresh kick!,FOOD#QUALITY,positive
Don't forget to order creme brulee as a dessert,FOOD#QUALITY,positive
Love the chicken and dumplings!,FOOD#QUALITY,positive
Excellent service here!,SERVICE#GENERAL,positive
The Tokyo Fog with tapioca and soy was great!,FOOD#QUALITY,positive
Lobster bisque was excellent,FOOD#QUALITY,positive
The chai milkshakes are phenomenal!,DRINKS#QUALITY,positive
Try the pljeskavica sandwich.,FOOD#QUALITY,positive
It's a monstrous cross between a gyro and a hamburger.,FOOD#QUALITY,positive
Spectacular.,FOOD#QUALITY,positive
Don't waste your time (or $$$) on the salads or sandwich.,FOOD#PRICES,negative
Don't waste your time (or $$$) on the salads or sandwich.,FOOD#PRICES,negative
Stick with the lobster roll and lobster mac & cheese and you won't be disappointed.,FOOD#QUALITY,positive
Stick with the lobster roll and lobster mac & cheese and you won't be disappointed.,FOOD#QUALITY,positive
Watch out for overuse of tarragon though....shudder.,FOOD#QUALITY,negative
You gotta try the cheese cake!,FOOD#QUALITY,positive
Flores is the best.,RESTAURANT#GENERAL,positive
can't tell the difference between the new homestyle fries as opposed to the old fries other than the new ones have a little bit of skin on them. still have to drown them in sauce to make them bearable,FOOD#QUALITY,negative
can't tell the difference between the new homestyle fries as opposed to the old fries other than the new ones have a little bit of skin on them. still have to drown them in sauce to make them bearable,FOOD#QUALITY,negative
Bang bang shrimp is the best shrimp ever!,FOOD#QUALITY,positive
Best salmon sashimi in town.,FOOD#QUALITY,positive
The food is ok but the service here sucked.,FOOD#QUALITY,neutral
The food is ok but the service here sucked.,SERVICE#GENERAL,negative
I ordered a beer and our food came out but my beer never did.,SERVICE#GENERAL,negative
After taking my order we never saw the waiter.,SERVICE#GENERAL,negative
Best Dunkin' Donuts around!,FOOD#QUALITY,positive
"We will always drive further to this one than the one by our home from now on, just because of the great service from a guy named ADAM that was awesome to us!!!!",SERVICE#GENERAL,positive
"We will always drive further to this one than the one by our home from now on, just because of the great service from a guy named ADAM that was awesome to us!!!!",SERVICE#GENERAL,positive
Great food great service,FOOD#QUALITY,positive
Great food great service,SERVICE#GENERAL,positive
I stopped by here with my wife and kids and we loved the chicken salad!,FOOD#QUALITY,positive
The mushrooms are delicious!!!,FOOD#QUALITY,positive
"For a healthy lunch get the grilled chickens salad with BBQ sauce, ranch and bread.",FOOD#QUALITY,positive
It's a really authentic Dim Sum Restaurant.,RESTAURANT#GENERAL,positive
Good service + a nice boss that would explain the food to you whenever you have a question.,SERVICE#GENERAL,positive
Good service + a nice boss that would explain the food to you whenever you have a question.,SERVICE#GENERAL,positive
It's tiny inside but it's also all about quality + not quantity.,FOOD#QUALITY,positive
It's tiny inside but it's also all about quality + not quantity.,FOOD#STYLE_OPTIONS,neutral
This place reminds me of home.,RESTAURANT#GENERAL,positive
LOVE THE MINI!! ....come to gahanna :D,RESTAURANT#GENERAL,positive
LOVE THE MINI!! ....come to gahanna :D,FOOD#QUALITY,positive
"If they are busy and say ""seat yourself"", make sure they see where you sit or you could wait a while.",SERVICE#GENERAL,negative
Get the Cortado.,FOOD#QUALITY,positive
The most perfect amount of milk and espresso with a heart on top.,FOOD#STYLE_OPTIONS,positive
"Food is wonderful, but the service can be much better.",FOOD#QUALITY,positive
"Food is wonderful, but the service can be much better.",SERVICE#GENERAL,positive
"They seem to be preoccupied with something and tend to ""miss"" eye contact.",SERVICE#GENERAL,negative
Adult milkshakes are worth the calories.,DRINKS#QUALITY,positive
But highly variable.,FOOD#QUALITY,negative
Very nice and quite place ;),AMBIENCE#GENERAL,positive
"Don't let the name fool ya, they've got kickin catfish and fried pickles too, not many are aware of this tidbit.",FOOD#QUALITY,positive
"Don't let the name fool ya, they've got kickin catfish and fried pickles too, not many are aware of this tidbit.",FOOD#QUALITY,positive
So many foods here.!!,FOOD#STYLE_OPTIONS,positive
"Come and chill at PakNgah CAFE ("",)",RESTAURANT#GENERAL,positive
Their Chocolate Chip tastes awesome.,FOOD#QUALITY,positive
The garlic fries are awesome!!,FOOD#QUALITY,positive
"Really good BBQ: brisket, ribs, pulled pork, chicken, fried chicken, sausage",FOOD#QUALITY,positive
"Really good BBQ: brisket, ribs, pulled pork, chicken, fried chicken, sausage",FOOD#QUALITY,positive
"Really good BBQ: brisket, ribs, pulled pork, chicken, fried chicken, sausage",FOOD#QUALITY,positive
"Really good BBQ: brisket, ribs, pulled pork, chicken, fried chicken, sausage",FOOD#QUALITY,positive
"Really good BBQ: brisket, ribs, pulled pork, chicken, fried chicken, sausage",FOOD#QUALITY,positive
"Really good BBQ: brisket, ribs, pulled pork, chicken, fried chicken, sausage",FOOD#QUALITY,positive
"Really good BBQ: brisket, ribs, pulled pork, chicken, fried chicken, sausage",FOOD#QUALITY,positive
Sandwiches and pecan pies are the bomb.,FOOD#QUALITY,positive
Sandwiches and pecan pies are the bomb.,FOOD#QUALITY,positive
Try the Ryne Sandburger!,FOOD#QUALITY,positive
It's the place to meet if you're part of the Metro San Mateo tech entreprenuerial community!,RESTAURANT#MISCELLANEOUS,positive
Must try the crispy duck!,FOOD#QUALITY,positive
Sweet potato and sage dumplings are the stuff of dreams.,FOOD#QUALITY,positive
Sweet potato and sage dumplings are the stuff of dreams.,FOOD#QUALITY,positive
"The staff is amazing, and it's a must to have a Sexy girl!! ;) don't leave without her :p",SERVICE#GENERAL,positive
"The staff is amazing, and it's a must to have a Sexy girl!! ;) don't leave without her :p",SERVICE#GENERAL,positive
"Fav combo would be Tom Yum maggi double with prawns, foo chok + fried fish!",FOOD#QUALITY,positive
"Fav combo would be Tom Yum maggi double with prawns, foo chok + fried fish!",FOOD#QUALITY,positive
"Fav combo would be Tom Yum maggi double with prawns, foo chok + fried fish!",FOOD#QUALITY,positive
"Make sure ask for extra soup, extra spicy n extra sour! :ppp",FOOD#QUALITY,positive
"Make sure ask for extra soup, extra spicy n extra sour! :ppp",FOOD#QUALITY,positive
"Make sure ask for extra soup, extra spicy n extra sour! :ppp",FOOD#QUALITY,positive
Peanut butermoo'd!,DRINKS#QUALITY,positive
Great place for a meeting.,RESTAURANT#MISCELLANEOUS,positive
Sit by the warm fire.,AMBIENCE#GENERAL,positive
Live Music Every Saturday Night 10-1am!!,AMBIENCE#GENERAL,positive
The tiramisu is fantastic.,FOOD#QUALITY,positive
Delicious.,FOOD#QUALITY,positive
What isn't good here?,FOOD#QUALITY,positive
"My favorite has to be the four veg plate - pintos, fried okra, carrots, and apples...with cornbread of course!",FOOD#QUALITY,positive
The management is the worst i've ever had to deal with.,SERVICE#GENERAL,negative
They take 0 responsibility.,SERVICE#GENERAL,negative
"Treat their nonfavorite employees like total garbage even when they do their job above the ""favorites"".",SERVICE#GENERAL,negative
YUM!!!!! this pizza is delicious!!!,FOOD#QUALITY,positive
YUM!!!!! this pizza is delicious!!!,FOOD#QUALITY,positive
They use moldy bread becareful my sandwich had mold on it nasty,FOOD#QUALITY,negative
"Great food and cheap, awesome atmosphere",FOOD#QUALITY,positive
"Great food and cheap, awesome atmosphere",AMBIENCE#GENERAL,positive
"Great food and cheap, awesome atmosphere",FOOD#PRICES,positive
Everything on the menu is heaven on your taste buds!,FOOD#QUALITY,positive
I crave their food!,FOOD#QUALITY,positive
Veggie burrito with shrimp.,FOOD#QUALITY,positive
Yum!,FOOD#QUALITY,positive
Really very nice an quiet place with beatiful waitress.,AMBIENCE#GENERAL,positive
Really very nice an quiet place with beatiful waitress.,RESTAURANT#GENERAL,positive
Really very nice an quiet place with beatiful waitress.,SERVICE#GENERAL,positive
I strongly recommend to visit this tearoom ;-),RESTAURANT#GENERAL,positive
"Good food, service was extremely accommodating, they get an A+ for that!",FOOD#QUALITY,positive
"Good food, service was extremely accommodating, they get an A+ for that!",SERVICE#GENERAL,positive
Fort Wayne's best micro-brew.,RESTAURANT#GENERAL,positive
"Grab a booth along the windows & watch traffic as you sip a flight of their beers and munch on a Politician pizza, or Jambalaya Flatbread, a personal favorite of mine.",AMBIENCE#GENERAL,positive
"Grab a booth along the windows & watch traffic as you sip a flight of their beers and munch on a Politician pizza, or Jambalaya Flatbread, a personal favorite of mine.",DRINKS#QUALITY,positive
"Grab a booth along the windows & watch traffic as you sip a flight of their beers and munch on a Politician pizza, or Jambalaya Flatbread, a personal favorite of mine.",FOOD#QUALITY,positive
"Grab a booth along the windows & watch traffic as you sip a flight of their beers and munch on a Politician pizza, or Jambalaya Flatbread, a personal favorite of mine.",FOOD#QUALITY,positive
This place is awesome.,RESTAURANT#GENERAL,positive
Has everything you could want for Mexican cuisine.,FOOD#QUALITY,positive
Great place before and after work.,RESTAURANT#GENERAL,positive
Nice ambiance! :smiling_face:,AMBIENCE#GENERAL,positive
Nice ambiance! :smiling_face:,RESTAURANT#GENERAL,positive
Vegetable pad Thai is the best!,FOOD#QUALITY,positive
Along with the Sapota drink...YUM,DRINKS#QUALITY,positive
Along with the Sapota drink...YUM,FOOD#QUALITY,positive
It gets my tick!,RESTAURANT#GENERAL,positive
Best place to eat in Wimberley!!!,RESTAURANT#GENERAL,positive
Crab stuffed artichoke hearts.,FOOD#QUALITY,positive
Delish!,FOOD#QUALITY,positive
Good stuff,FOOD#QUALITY,positive
Probably the best Starbucks in this state,RESTAURANT#GENERAL,positive
We get promotion buy 2 get 1 free on sandwich.,FOOD#PRICES,positive
"We also get birthday complementary dessert. the sandwich club & green tea is nice, raspberry smoothies is delish and blueberry cheese cake is a must try",FOOD#QUALITY,positive
"We also get birthday complementary dessert. the sandwich club & green tea is nice, raspberry smoothies is delish and blueberry cheese cake is a must try",DRINKS#QUALITY,positive
"We also get birthday complementary dessert. the sandwich club & green tea is nice, raspberry smoothies is delish and blueberry cheese cake is a must try",FOOD#QUALITY,positive
"We also get birthday complementary dessert. the sandwich club & green tea is nice, raspberry smoothies is delish and blueberry cheese cake is a must try",FOOD#QUALITY,positive
Definitely not speedy at night.,SERVICE#GENERAL,negative
"So, be ready to practice your patience.",SERVICE#GENERAL,negative
The crab rice is not very tasty.,FOOD#QUALITY,negative
"Just basically rice n crab.however, the clams wi thai lemon sauce is great.",FOOD#QUALITY,positive
The grape prawns are not too bad but I think they are not fresh enough.,FOOD#QUALITY,negative
"Best salsa everrr, on good days though lol",FOOD#QUALITY,positive
"Best salsa everrr, on good days though lol",FOOD#QUALITY,negative
$8.90 lunch deal comes with soup and a drink,RESTAURANT#PRICES,positive
Nice cup of tea Fab-u-lous ;-),DRINKS#QUALITY,positive
You won't find a better breakfast biscuit anywhere.,FOOD#QUALITY,positive
We detour just for the country fried steak biscuits.,FOOD#QUALITY,positive
Time well spent!,RESTAURANT#GENERAL,positive
Best cheeseburger in town - try to get a table upstairs,FOOD#QUALITY,positive
Try the Malay nasi lemak stall very addictive,FOOD#QUALITY,positive
Don't leave your valuables in the car if you are running in to get coffee.,LOCATION#GENERAL,negative
There are a lot if break-ins,LOCATION#GENERAL,negative
Chicken wings are awesome!!!,FOOD#QUALITY,positive
"The service is very bad, stuff is rude and impolite, very high gratuity!!!??",SERVICE#GENERAL,negative
"The service is very bad, stuff is rude and impolite, very high gratuity!!!??",SERVICE#GENERAL,negative
Try the pork ribs :),FOOD#QUALITY,positive
Burger was cooked to PERFECTION.,FOOD#QUALITY,positive
They did get it right.,SERVICE#GENERAL,positive
"Soft and tender, but still with that just grilled taste.",FOOD#QUALITY,positive
And the homemade knish is incredible!,FOOD#QUALITY,positive
Really good sushi.,FOOD#QUALITY,positive
"I don't normally like big burgers and it's not a cheap burger, but this is truly one of the best burgers I've had.",FOOD#QUALITY,positive
"I don't normally like big burgers and it's not a cheap burger, but this is truly one of the best burgers I've had.",FOOD#PRICES,neutral
It's quite messy to eat but extremely delicious.,FOOD#QUALITY,positive
Go with the plate instead of the sandwich to get delicious vinegary potatoes with your meal,FOOD#QUALITY,positive
Go with the plate instead of the sandwich to get delicious vinegary potatoes with your meal,FOOD#QUALITY,positive
Their chai latte is heavenly.,DRINKS#QUALITY,positive
"Very disappointed with the quality of ingredients and the portions, pricy food with no exceptional service.",FOOD#QUALITY,negative
"Very disappointed with the quality of ingredients and the portions, pricy food with no exceptional service.",FOOD#STYLE_OPTIONS,negative
"Very disappointed with the quality of ingredients and the portions, pricy food with no exceptional service.",FOOD#PRICES,negative
"Very disappointed with the quality of ingredients and the portions, pricy food with no exceptional service.",SERVICE#GENERAL,neutral
"Order took too long though the place wasn't crowded, overall, it's an experience I regret",SERVICE#GENERAL,negative
"Order took too long though the place wasn't crowded, overall, it's an experience I regret",RESTAURANT#GENERAL,negative
Horrible parking during rush hour.,RESTAURANT#MISCELLANEOUS,negative
Actually at any hour.,RESTAURANT#MISCELLANEOUS,negative
Cosy and elegant .,AMBIENCE#GENERAL,positive
Value for money.,RESTAURANT#PRICES,positive
Porter is a cool guy to hang with.,SERVICE#GENERAL,positive
Sit at the bar- he'll set you up right.,SERVICE#GENERAL,positive
"Chocolate chip pancakes were extremely luxurious, i'd like to have seen some more chocolate but maybe I'm greedy.Omelette was fluffy & very tasty.",FOOD#QUALITY,positive
"Chocolate chip pancakes were extremely luxurious, i'd like to have seen some more chocolate but maybe I'm greedy.Omelette was fluffy & very tasty.",FOOD#QUALITY,positive
Hash browns were crispy outside creamy inside 10/10,FOOD#QUALITY,positive
"Classic Indianapolis donuts, hard to beat them all the way across the board, though I do love Harts",FOOD#QUALITY,positive
Super great tuna & cucumber panini.,FOOD#QUALITY,positive
I like how tune is not hot while the panini is hot,FOOD#QUALITY,positive
I like how tune is not hot while the panini is hot,FOOD#QUALITY,positive
This CCD has one of the best locations in Bombay..,LOCATION#GENERAL,positive
Ideally located..,LOCATION#GENERAL,positive
Serene..calm!,AMBIENCE#GENERAL,positive
"Try ""Kateifi"", you won't regret it!",FOOD#QUALITY,positive
Muffins are so amaziiiiing! especially blueberry,FOOD#QUALITY,positive
Muffins are so amaziiiiing! especially blueberry,FOOD#QUALITY,positive
Try penne carbonara here...,FOOD#QUALITY,positive
It's simply the best,FOOD#QUALITY,positive
The Captain on the 4th floor has a very poor sense of humor!,SERVICE#GENERAL,negative
"Very good store, great selection of Russian candy, pelmeni are very high quality.",FOOD#STYLE_OPTIONS,positive
"Very good store, great selection of Russian candy, pelmeni are very high quality.",FOOD#QUALITY,positive
Highly recommended!,RESTAURANT#GENERAL,positive
Hands down one of my favorite restaurants.,RESTAURANT#GENERAL,positive
"BBQ (smoked beef and slow roasted pork) is amazing and order several sides such as the yuca, fried plantains, and cornbread",FOOD#QUALITY,positive
"BBQ (smoked beef and slow roasted pork) is amazing and order several sides such as the yuca, fried plantains, and cornbread",FOOD#QUALITY,positive
"BBQ (smoked beef and slow roasted pork) is amazing and order several sides such as the yuca, fried plantains, and cornbread",FOOD#QUALITY,positive
"BBQ (smoked beef and slow roasted pork) is amazing and order several sides such as the yuca, fried plantains, and cornbread",FOOD#QUALITY,positive
Went here specifically for cheese omelette after reading so many 4sq reviews which was light & good.,FOOD#QUALITY,positive
It was one of the places to visit on my list & I wasn't disappointed.,RESTAURANT#GENERAL,positive
And this is one of the best around.,RESTAURANT#GENERAL,positive
A favourite place for a quick nibble,RESTAURANT#GENERAL,positive
Great neighborhood place that supports Teller Elementary!,RESTAURANT#GENERAL,positive
Try the dark mocha iced coffee.,DRINKS#QUALITY,positive
Its awesome.,DRINKS#QUALITY,positive
50 cents per wing!,FOOD#PRICES,positive
"Iove beer here, good for chilling out with friends",DRINKS#QUALITY,positive
"Iove beer here, good for chilling out with friends",RESTAURANT#MISCELLANEOUS,positive
