review,aspect,sentiment
 You won't find a better breakfast biscuit anywhere. We detour just for the country fried steak biscuits. Time well spent!,n/a,n/a
 Best cheeseburger in town - try to get a table upstairs,n/a,n/a
 Try the Malay nasi lemak stall very addictive,n/a,n/a
 Don't leave your valuables in the car if you are running in to get coffee. There are a lot if break-ins,n/a,n/a
 Chicken wings are awesome!!!,n/a,n/a
" The service is very bad, stuff is rude and impolite, very high gratuity!!!??",n/a,n/a
 Try the pork ribs :),n/a,n/a
" Burger was cooked to PERFECTION. I order rare, and a lot of places mess it up. They did get it right. Soft and tender, but still with that just grilled taste. And the homemade knish is incredible!",SERVICE#GENERAL,negative
 Really good sushi.,n/a,n/a
" I don't normally like big burgers and it's not a cheap burger, but this is truly one of the best burgers I've had. It's quite messy to eat but extremely delicious.",FOOD#QUALITY,positive
 Go with the plate instead of the sandwich to get delicious vinegary potatoes with your meal,n/a,n/a
 Their chai latte is heavenly.,n/a,n/a
" Very disappointed with the quality of ingredients and the portions, pricy food with no exceptional service. Order took too long though the place wasn't crowded, overall, it's an experience I regret",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
"""---""",FOOD#PRICES,negative
 Horrible parking during rush hour. Actually at any hour. The one at torrance crossroads is much better,RESTAURANT#MISCELLANEOUS,positive
 0.50mbps downspeed (usually),n/a,n/a
 Cosy and elegant . Value for money.,AMBIENCE#GENERAL,positive
"""---""",RESTAURANT#PRICES,positive
 Porter is a cool guy to hang with. Sit at the bar- he'll set you up right.,n/a,n/a
" Chocolate chip pancakes were extremely luxurious, i'd like to have seen some more chocolate but maybe I'm greedy.Omelette was fluffy & very tasty. Hash browns were crispy outside creamy inside 10/10",n/a,n/a
" Classic Indianapolis donuts, hard to beat them all the way across the board, though I do love Harts",n/a,n/a
 Super great tuna & cucumber panini. I like how tune is not hot while the panini is hot,n/a,n/a
" If you love staying active in the community with your kids, then they will love being coached by the Harlem Globetrotters when they come to Phoenix area this summer! Summer Skills Clinic information:",n/a,n/a
" Front lot does get full sometimes, but there's usually plenty of parking in the back.",n/a,n/a
 This CCD has one of the best locations in Bombay.. Ideally located.. Serene..calm!,AMBIENCE#GENERAL,positive
"""---""",LOCATION#GENERAL,positive
" Try ""Kateifi"", you won't regret it!",n/a,n/a
 Muffins are so amaziiiiing! especially blueberry,n/a,n/a
 Try penne carbonara here... It's simply the best,n/a,n/a
 The Captain on the 4th floor has a very poor sense of humor!,n/a,n/a
 Casa Ole is a Tex-Mex restaurant located throughout Texas and the South. Some of their signature items include their queso and margaritas.,n/a,n/a
" Very good store, great selection of Russian candy, pelmeni are very high quality. Highly recommended!",FOOD#QUALITY,positive
"""---""",FOOD#STYLE_OPTIONS,positive
"""---""",RESTAURANT#GENERAL,positive
" Hands down one of my favorite restaurants. Plates are to be shared. BBQ (smoked beef and slow roasted pork) is amazing and order several sides such as the yuca, fried plantains, and cornbread",FOOD#QUALITY,positive
"""---""",RESTAURANT#GENERAL,positive
 Neighbour with The Little Prince Creamery :-),n/a,n/a
 Went here specifically for cheese omelette after reading so many 4sq reviews which was light & good. It was one of the places to visit on my list & I wasn't disappointed. Usual waiting time 30-45 min,n/a,n/a
 All the old diner standards. And this is one of the best around.,n/a,n/a
 A favourite place for a quick nibble,n/a,n/a
 Great neighborhood place that supports Teller Elementary!,n/a,n/a
 Try the dark mocha iced coffee. Its awesome.,n/a,n/a
 Wing street wednesday.. 50 cents per wing!,n/a,n/a
" Iove beer here, good for chilling out with friends",DRINKS#QUALITY,positive
"""---""",RESTAURANT#MISCELLANEOUS,positive
 Excellent black tea *thumbs up*,n/a,n/a
 Thank heaven for 7-eleven. And aren't the managers and staff amazing :).,RESTAURANT#GENERAL,positive
"""---""",SERVICE#GENERAL,positive
 Order for their pancakes. That's it! Forget about the rest in the menu *yawn*,n/a,n/a
 Come here for the chicken shwarma.,n/a,n/a
 I asked noodles with shrimps and... Were a lot of noodles and just 5 little shrimps :/ Went out completely hungry.,FOOD#STYLE_OPTIONS,positive
" Good food, drinks, entertainment, & prices!!!",AMBIENCE#GENERAL,positive
"""---""",DRINKS#QUALITY,positive
"""---""",FOOD#QUALITY,positive
"""---""",RESTAURANT#PRICES,positive
